location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Barracks Requires:\n   Command Center,Казармы\n   Требуется командный центр,,False,,,
,Academy Requires:\n   Barracks,Академия\n   Требуются казармы,,False,,,
,Factory Requires:\n   Barracks,Завод\n   Требуются казармы,,False,,,
,Starport Requires:\n   Factory,Космопорт\n   Требуется завод,,False,,,
,Science Facility Requires:\n   Starport,Лаборатория\n   Требуется космопорт,,False,,,
,Engineering Bay Requires:\n   Command Center,Инженерный комплекс\n   Требуется командный центр,,False,,,
,Armory Requires:\n   Factory,Арсенал\n   Требуется завод,,False,,,
,Missile Turret Requires:\n   Engineering Bay,Ракетная турель\n   Требуется инженерный комплекс,,False,,,
,Bunker Requires:\n   Barracks,Бункер\n   Требуются казармы,,False,,,
,Templar Requires:\n   Templar Archives,Тамплиер\n   Требуются архивы тамплиеров,,False,,,
,Arbiter Requires:\n   Arbiter Tribunal,«Арбитр»\n   Требуется трибунал арбитров,,False,,,
,Carrier Requires:\n   Fleet Beacon,Авианосец\n   Требуется маяк флотилии,,False,,,
,Reaver Requires:\n   Robotics Support Bay,Опустошитель\n   Требуется робототехнический узел,,False,,,
,Observer Requires:\n   Observatory,Наблюдатель\n   Требуется обсерватория,,False,,,
,Gateway Requires:\n   Nexus,Врата\n   Требуется нексус,,False,,,
,Forge Requires:\n   Nexus,Оружейная\n   Требуется нексус,,False,,,
,Photon Cannon Requires:\n   Forge,Фотонная пушка\n   Требуется оружейная,,False,,,
,Shield Battery Requires:\n   Gateway,Батарея щитов\n   Требуются врата,,False,,,
,Cybernetics Core Requires:\n   Gateway,Кибернетическое ядро\n   Требуются врата,,False,,,
,Robotics Facility Requires:\n   Cybernetics Core,Завод робототехники\n   Требуется кибернетическое ядро,,False,,,
,Stargate Requires:\n   Cybernetics Core,Звездные врата\n   Требуется кибернетическое ядро,,False,,,
,Citadel of Adun Requires:\n   Cybernetics Core,Цитадель Адуна\n   Требуется кибернетическое ядро,,False,,,
,Observatory Requires:\n   Robotics Facility,Обсерватория\n   Требуется завод робототехники,,False,,,
,Robotics Support Bay Requires:\n   Robotics Facility,Робототехнический узел\n   Требуется завод робототехники,,False,,,
,Fleet Beacon Requires:\n   Stargate,Маяк флотилии\n   Требуются звездные врата,,False,,,
,Templar Archives Require:\n   Citadel of Adun,Архивы тамплиеров\n   Требуется цитадель Адуна,,False,,,
,Arbiter Tribunal Requires:\n   Stargate\n   Templar Archives,Трибунал арбитров\n   Требуются звездные врата и архивы тамплиеров,,False,,,
,Zerglings Require:\n   Spawning Pool,Зерглинги\n   Требуется омут рождения,,False,,,
,Hydralisk Requires:\n   Hydralisk Den,Гидралиск\n   Требуется пещера гидралисков,,False,,,
,Ultralisk Requires:\n   Ultralisk Cavern,Ультралиск\n   Требуется пещера ультралисков,,False,,,
,Mutalisk Requires:\n   Spire,Муталиск\n   Требуется шпиль,,False,,,
,Guardian Aspect Requires:\n   Greater Spire,Мутировать в стража\n   Требуется шпиль величия,,False,,,
,Queen Requires:\n   Queen's Nest,Королева\n   Требуется гнездо королев,,False,,,
,Defiler Requires:\n   Defiler Mound,Осквернитель\n   Требуется логово осквернителей,,False,,,
,Scourge Require:\n   Spire,Слепень\n   Требуется шпиль,,False,,,
,Lair Requires:\n   Spawning Pool,Логово\n   Требуется омут рождения,,False,,,
,Hive Requires:\n   Queen's Nest,Улей\n   Требуется гнездо королев,,False,,,
,Nydus Canal Requires:\n   Hive,Канал нидуса\n   Требуется улей,,False,,,
,Hydralisk Den Requires:\n   Spawning Pool,Пещера гидралисков\n   Требуется омут рождения,,False,,,
,Spire Requires:\n   Lair,Шпиль\n   Требуется логово,,False,,,
,Greater Spire Requires:\n   Hive,Шпиль величия\n   Требуется улей,,False,,,
,Queen's Nest Requires:\n   Lair,Гнездо королев\n   Требуется логово,,False,,,
,Evolution Chamber Requires:\n   Hatchery,Эволюционная камера\n   Требуется инкубатор,,False,,,
,Ultralisk Cavern Requires:\n   Hive,Пещера ультралисков\n   Требуется улей,,False,,,
,Defiler Mound Requires:\n   Hive,Логово осквернителей\n   Требуется улей,,False,,,
,Spawning Pool Requires:\n   Hatchery,Омут рождения\n   Требуется инкубатор,,False,,,
,Spore Colony Requires:\n   Evolution Chamber,Споровая колония\n   Требуется эволюционная камера,,False,,,
,Sunken Colony Requires:\n   Spawning Pool,Подземная колония\n   Требуется омут рождения,,False,,,
,Carrier Attack:\n   Build Interceptors,Атака авианосца\n   Создать перехватчик,,False,,,
,Reaver Attack:\n   Build Scarabs,Атака опустошителя\n   Создать скарабеев,,False,,,
,Nuclear Strike Requires:\n   Armed Nuclear Silo,Ядерный удар\n   Требуется заряженная ракетная шахта,,False,,,
,Not Implemented,Не применено,,False,,,
,mk,mk,,False,,,
,Kills:,Убийств:,,False,,,
,Evolving,Эволюция,,False,,,
,Upgrading,Улучшение,,False,,,
,Researching,Прогресс,,False,,,
,Developing,Разработка,,False,,,
,Morphing,Прогресс,,False,,,
,Building,Прогресс,,False,,,
,Opening Warp Gate,Прогресс,,False,,,
,Damage:,Урон:,,False,,,
,Armor:,Броня:,,False,,,
,Shields:,Щиты:,,False,,,
,Mining Delay:,Задержка добычи:,,False,,,
,Production,Производство,,False,,,
,Unit Ptr:,Боевых единиц:,,False,,,
,Current Order:,Текущий приказ:,,False,,,
,Next Order:,Следующий приказ:,,False,,,
,'% Complete',Состояние (%),,False,,,
,Order:,Order:,,False,,,
,Adding On,Создание пристройки,,False,,,
,Summoning,Прогресс,,False,,,
,Scarabs,Скарабеи,,False,,,
,Nukes,Ядерный удар,,False,,,
,Mutating,Прогресс,,False,,,
,Opening Warp Rift,Прогресс,,False,,,
,Next Level:,Следующий уровень:,,False,,,
,Minerals:,Запасы минералов:,,False,,,
,Vespene Gas:,Запасы веспена:,,False,,,
,Depleted,Истощено,,False,,,
,Under Construction,Прогресс,,False,,,
,Cancel Morph (%s),Отменить мутацию (%s),,False,,,
,Cancel Construction (%s),Отменить производство (%s),,False,,,
,Cancel Warp (%s),Отменить вызов (%s),,False,,,
,Cancel Upgrade,Отменить улучшение,,False,,,
,Cancel Research,Отменить исследование,,False,,,
,Cancel Morph,Отменить мутацию,,False,,,
,Unload Unit (%s),Выгрузить боевую единицу (%s),,False,,,
,Click: Select Unit\nShift+Click: Deselect Unit\nCtrl+Click: Select Unit Type,ЛКМ – выбрать боевую единицу\nShift+ЛКМ – отменить выделение\nCtrl+ЛКМ – выбрать боевые единицы одного типа,,False,,,
,Show Terrain in Minimap (Tab),Отображать ландшафт на мини-карте (Tab),,False,,,
,Hide Terrain in Minimap (Tab),Скрыть ландшафт на мини-карте (Tab),,False,,,
,Diplomacy,Дипломатия,,False,,,
,Messaging,Обмен сообщениями,,False,,,
,Game Menu (F10),Меню (F10),,False,,,
,Control Provided:,Обеспечено поголовья:,,False,,,
,Supplies Provided:,Обеспечено припасов:,,False,,,
,Psi Provided:,Обеспечено пси:,,False,,,
,Total Control:,Общее поголовье:,,False,,,
,Total Supplies:,Всего припасов:,,False,,,
,Total Psi:,Всего пси:,,False,,,
,Control Used:,Текущее поголовье:,,False,,,
,Supplies Used:,Затрачено припасов:,,False,,,
,Psi Used:,Использовано пси:,,False,,,
,Control Max:,Макс. поголовье:,,False,,,
,Supplies Max:,Максимум припасов:,,False,,,
,Psi Max:,Максимум пси:,,False,,,
,Parasite Detected,Обнаружен паразит,,False,,,
,Disabled,Отключено,,False,,,
,Unpowered,Без питания,,False,,,
,Detector,Детектор,,False,,,
,Units,Боевые единицы,,False,,,
,Resources,Ресурсы,,False,,,
,Kills,Убийства,,False,,,
,Score,Очки,,False,,,
,Units to go,Осталось войск:,,False,,,
,Resources to go,Осталось ресурсов:,,False,,,
,Kills to go,Осталось убийств:,,False,,,
,Score to go,Осталось очков:,,False,,,
,Nowhere to return to...can't return.,Некуда возвращать... не удалось вернуть.,,False,,,
,Too many underlings...create more Overlords.,Слишком большая стая... нужно больше надзирателей.,,False,,,
,Not enough supplies...build more Supply Depots.,Недостаточно припасов. Постройте больше хранилищ.,,False,,,
,Not enough psi...build more Pylons.,Недостаточно пси-энергии... нужно больше пилонов.,,False,,,
,Underling limit exceeded.,Превышен лимит поголовья.,,False,,,
,Supply limit exceeded.,Превышен лимит припасов.,,False,,,
,Psi limit exceeded.,Превышен лимит пси.,,False,,,
,Not enough minerals...mine more minerals.,Недостаточно минералов... нужно добыть еще.,,False,,,
,Not enough Vespene gases....harvest more gas.,Недостаточно веспена... нужно добыть еще.,,False,,,
,Random,Случайный выбор,,False,Race,,
,Terran,Терраны,,False,Race,,
,Protoss,Протоссы,,False,Race,,
,Zerg,Зерги,,False,Race,,
,Observer,Зритель,,False,,,
,Observers,Зрители,,False,,,
,Melee,Стычка,,False,Game type,,
,Free For All,Каждый за себя,,False,Game type,,
,One on One,Один на один,,False,Game type,,
,Capture The Flag,Захват флага,,False,Game type,,
,Greed,Алчность,,False,Game type,,
,Slaughter,Бойня,,False,Game type,,
,Sudden Death,Внезапная смерть,,False,Game type,,
,Team Melee,Совм. стычка,,False,Game type,,
,Team Free For All,Совм. кажд. за себя,,False,Game type,,
,Team Capture The Flag,Совм. захв. флага,,False,Game type,,
,Top vs Bottom,Верх на низ,,False,Game type,,
,Use Map Settings,Настройки карты,,False,Game type,,
,Badlands,пустошь,,False,Map tileset,,
,Space,космос,,False,Map tileset,,
,Installation,станция,,False,Map tileset,,
,Ashworld,вулкан,,False,Map tileset,,
,Jungle,джунгли,,False,Map tileset,,
,Desert,пустыня,,False,Map tileset,,
,Ice,лед,,False,Map tileset,,
,Twilight,сумрак,,False,Map tileset,,
,Login name,имя для входа,,False,,,
,Display name,отображаемое имя,,False,,,
