location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Must target passable terrain.,El objetivo debe ser un terreno transitable.,,False,,,
,Die,Morir,,False,,,
,Fizzle,Deshacerse,,False,,,
,Guard,Defender,,False,,,
,Player Guard,Jugador - Defender,,False,,,
,Turret Guard,Torreta - Defender,,False,,,
,Bunker Guard,Búnker - Defender,,False,,,
,Ignore,Ignorar,,False,,,
,Carrier Ignore,Portanaves - Ignorar,,False,,,
,Carrier Stop,Portanaves - Detener,,False,,,
,Reaver Stop,Hostigador - Detener,,False,,,
,Attack Unit,Atacar - Unidad,,False,,,
,Attack Fixed Range,Atacar - Rango fijo,,False,,,
,Move Attack Unit,Mover - Unidad de ataque,,False,,,
,Attack Tile,Atacar -Mosaico,,False,,,
,Hover,Sobrevolar,,False,,,
,Attack Move,Atacar - Mover,,False,,,
,Atk Move EP,Atacar - Mover EP,,False,,,
,Harass Move,Acosar - Mover,,False,,,
,AI Patrol,Patrullar - IA,,False,,,
,Tower,Torre,,False,,,
,Vulture Mine,Mina Buitre,,False,,,
,Carrier Attack,Portanaves - Atacar,,False,,,
,Carrier Attack Move,Portanaves - Atacar - Mover,,False,,,
,Stay In Range,Mantenerse cerca,,False,,,
,Turret Attack,Torreta - Atacar,,False,,,
,Nothing,Nada,,False,,,
,Drone Start Build,Obrero - Iniciar construcción,,False,,,
,Drone Build,Obrero - Construir,,False,,,
,Drone Attack Unit,Obrero - Atacar unidad,,False,,,
,Infest Mine,Infestar mina,,False,,,
,Build,Construir,,False,,,
,Build Protoss,Construir protoss,,False,,,
,Pylon Build,Pilón - Construir,,False,,,
,Construct Building,Construir edificación,,False,,,
,Place Add-On,Colocar anexo,,False,,,
,Build Add-On,Construir anexo,,False,,,
,Train,Entrenar,,False,,,
,Zerg Birth,Nacimiento zerg,,False,,,
,Morph,Transformar,,False,,,
,Zerg Building Morph,Transformar edificación zerg,,False,,,
,Build Self,Autoconstrucción,,False,,,
,Zerg Build Self,Autoconstrucción zerg,,False,,,
,Enter Nydus Canal,Entrar a Canal Nydus,,False,,,
,Protoss Build Self,Autoconstrucción protoss,,False,,,
,Follow,Seguir,,False,,,
,Carrier,Portanaves,,False,,,
,Carrier Fight,Pelea de Portanaves,,False,,,
,Reaver,Hostigador,,False,,,
,Reaver Attack,Ataque de Hostigador,,False,,,
,Reaver Fight,Pelea de Hostigador,,False,,,
,Reaver Hold,Contención de Hostigador,,False,,,
,Train Fighter,Entrenar Caza,,False,,,
,Strafe Unit,Bombardear unidad,,False,,,
,Return,Regresar,,False,,,
,Drone Land,Aterrizaje de Obrero,,False,,,
,Building Land,Aterrizaje de edificación,,False,,,
,Building Lift Off,Despegue de edificación,,False,,,
,Drone Lift Off,Despegue de Obrero,,False,,,
,Lift Off,Despegue,,False,,,
,Reasearch Tech,Investigar tecnología,,False,,,
,Upgrade,Mejorar,,False,,,
,Spawning Larva,Engendrando Larva,,False,,,
,Harvest,Recolectar,,False,,,
,Harvest Gas,Recolectar gas,,False,,,
,Return Gas,Devolver gas,,False,,,
,Harvest Minerals,Recolectar minerales,,False,,,
,Return Minerals,Devolver minerales,,False,,,
,Enter Transport,Entrar en transporte,,False,,,
,Pick Up,Recoger,,False,,,
,Powerup,Potenciar,,False,,,
,Watch Target,Observar objetivo,,False,,,
,Initing Creep Growth,Iniciando crecimiento de talo,,False,,,
,Stopping Creep Growth,Deteniendo crecimiento de talo,,False,,,
,Guardian Aspect,Aspecto de guardián,,False,,,
,Spread Creep,Propagar talo,,False,,,
,Warping Archon,Fusionando Arconte,,False,,,
,Completing Archon Summon,Completando invocación de Arconte,,False,,,
,Unload,Descargar,,False,,,
,Move Unload,Mover - Descargar,,False,,,
,Fire Yamato Gun,Disparar Cañón Yamato,,False,,,
,Magna Pulse,Pulso magna,,False,,,
,Burrowed,Enterrado,,False,,,
,Cast Parasite,Lanzar parásito,,False,,,
,Summon Broodlings,Invocar Ácaros,,False,,,
,Nuke Wait,Misil nuclear - Esperar,,False,,,
,Nuke Train,Misil nuclear - Entrenar,,False,,,
,Nuke Launch,Misil nuclear - Lanzar,,False,,,
,Nuke Paint,Misil nuclear - Pintar,,False,,,
,Nuke Unit,Misil nuclear - Unidad,,False,,,
,Nuke Ground,Misil nuclear - Suelo,,False,,,
,Nuke Track,Misil nuclear - Pista,,False,,,
,Initializing Arbiter,Inicializando Árbitro,,False,,,
,Cloaking nearby units,Camuflando unidades cercanas,,False,,,
,Place Mine,Colocar mina,,False,,,
,Right Click Action,Acción de clic derecho,,False,,,
,Left Click Action,Acción de clic izquierdo,,False,,,
,Sap Unit,Debilitar unidad,,False,,,
,Sap Location,Debilitar ubicación,,False,,,
,Teleport,Teletransportar,,False,,,
,Teleport to Location,Teletransportar a ubicación,,False,,,
,Place Scanner,Colocar escáner,,False,,,
,Scanner,Escáner,,False,,,
,Reset Collision,Restablecer colisión,,False,,,
,Computer AI,IA de la computadora,,False,,,
,Guard Post,Defender puesto,,False,,,
,Rescue Passive,Rescatar pasivo,,False,,,
,Neutral,Neutral,,False,,,
,Computer Return,Computadora -Regresar,,False,,,
,Initing Psi Provider,Inicializando proveedor de energía psiónica,,False,,,
,Self Destructing,Autodestruyendo,,False,,,
,Decaying creep,Talo en descomposición,,False,,,
,Shield Battery,Batería de escudos,,False,,,
,Rally Point,Punto de reunión,,False,,,
,CTF COP Init,CTF COP - Iniciar,,False,,,
,CTF COP,CTF COP,,False,,,
,Critter,Criatura,,False,,,
,Hidden Gun,Pistola escondida,,False,,,
,Open Door,Abrir puerta,,False,,,
,Close Door,Cerrar puerta,,False,,,
,Hide Trap,Esconder trampa,,False,,,
,Reveal Trap,Revelar trampa,,False,,,
,Enable Doodad,Activar accesorio,,False,,,
,Disable Doodad,Desactivar accesorio,,False,,,
,Warp In,Transposicionar,,False,,,
,Hide and Suicide,Esconderse y suicidarse,,False,,,
,Fatal,Fatal,,False,,,
,Nuclear launch detected.,Lanzamiento nuclear detectado,,False,,,
,Structure,Estructura,,False,,,
,Cliff,Risco,,False,,,
,Grass,Césped,,False,,,
,Dirt,Tierra,,False,,,
,Water,Agua,,False,,,
,Jungle,Jungla,,False,,,
,Platform,Plataforma,,False,,,
,Floor,Piso,,False,,,
,Wall,Muro,,False,,,
,Tar,Alquitrán,,False,,,
,Snow,Nieve,,False,,,
,Ice,Hielo,,False,,,
,Outpost,Puesto de avanzada,,False,,,
,Mud,Fango,,False,,,
,Halo Rockets,Cohetes halo,,False,,,
,Corrosive Acid,Ácido corrosivo,,False,,,
,Subterranean Spines,Espinas subterráneas,,False,,,
,Neutron Flare,Bengala de neutrones,,False,,,
,Mind Control,Control mental,,False,,,
,Healing,Curación,,False,,,
,Restoration,Restauración,,False,,,
,Optical Flare,Bengala óptica,,False,,,
,Research Restoration\n(Medic ability),Investigar Restauración\n(habilidad de Médica),,False,,,
,Research Optical Flare\n(Medic ability),Investigar Bengala óptica\n(habilidad de Médica),,False,,,
,Heal,Curar,,False,,,
,Restoration:\n   Research at Academy,Restauración:\n   Investigar en la Academia,,False,,,
,Optical Flare:\n   Research at Academy,Bengala óptica:\n   Investigar en la Academia,,False,,,
,Lurker Aspect,Aspecto de Acechador,,False,,,
,Evolve Lurker Aspect\n(Hydralisk ability),Evolucionar Aspecto de Acechador\n(habilidad de Hidralisco),,False,,,
,Lurker Aspect:\n   Requires Lair,Aspecto de Acechador:\n   - Requisitos: Guarida,,False,,,
,Disruption Web,Red disruptiva,,False,,,
,Dark Archon Meld,Fusionar en Arconte oscuro,,False,,,
,Feedback,Retroalimentación,,False,,,
,Maelstrom,Maelstrom,,False,,,
,Develop Disruption Web\n(Corsair ability),Desarrollar Red disruptiva\n(habilidad de Corsario),,False,,,
,Develop Mind Control\n(Dark Archon ability),Desarrollar Control mental\n(habilidad de Arconte oscuro),,False,,,
,Develop Feedback\n(Dark Archon ability),Desarrollar Retroalimentación\n(habilidad de Arconte oscuro),,False,,,
,Develop Maelstrom\n(Dark Archon ability),Desarrollar Maelstrom\n(habilidad de Arconte oscuro),,False,,,
,Disruption Web:\n   Develop at Fleet Beacon,Red disruptiva:\n   Desarrollar en el Faro de flota,,False,,,
,Mind Control:\n   Research at Templar Archives,Control mental:\n   Investigar en Archivos templarios,,False,,,
,Dark Archon Meld:\n   Research at Templar Archives,Fusionar en Arconte oscuro:\n   Investigar en Archivos templarios,,False,,,
,Dark Archon Warp:\n   Select 2 or more Dark Templars,Fusionar en Arconte oscuro:\n   Seleccionar 2 o más Templarios oscuros,,False,,,
,Feedback:\n   No requirement,Retroalimentación:\n   Sin requisitos,,False,,,
,Maelstrom:\n   Develop at Templar Archives,Maelstrom:\n   Desarrollar en Archivos templarios,,False,,,
,Caduceus Reactor,Reactor caduceo,,False,,,
,Charon Booster,Propulsores caronte,,False,,,
,Anabolic Synthesis,Síntesis anabólica,,False,,,
,Chitinous Plating,Coraza quitinosa,,False,,,
,Argus Jewel,Joya argus,,False,,,
,Argus Talisman,Talismán argus,,False,,,
,Research Caduceus Reactor\n(+50 Medic energy),Investigar Reactor caduceo\n(+50 de energía a las Médicas),,False,,,
,Research Charon Boosters\n(Increased Goliath Missile Range),Investigar Propulsores caronte\n(aumenta el alcance de los misiles Goliat),,False,,,
,Evolve Anabolic Synthesis\n(Faster Ultralisk Movement),Evolucionar Síntesis anabólica\n(aumenta la velocidad de movimiento de los Ultraliscos),,False,,,
,Evolve Chitinous Plating\n(Improved Ultralisk Armor),Evolucionar Coraza quitinosa\n(mejora la armadura de los Ultraliscos),,False,,,
,Develop Argus Jewel\n(+50 Corsair energy),Desarrollar Joya argus\n(+50 de energía a los Corsarios),,False,,,
,Develop Argus Talisman\n(+50 Dark Archon energy),Desarrollar Talismán argus\n(+50 de energía a los Arcontes oscuros),,False,,,
,Research Charon Booster:\n   Requires Armory,Investigar Propulsores caronte:\n   - Requisitos: Armería,,False,,,
,Devourer Aspect,Aspecto de Devorador,,False,,,
,Morph to Lurker,Transformar en Acechador,,False,,,
,Train Medic,Entrenar Médica,,False,,,
,Build Valkyrie,Construir Valkiria,,False,,,
,Warp in Corsair,Transposicionar Corsario,,False,,,
,Warp in Dark Templar,Transposicionar Templario oscuro,,False,,,
,Medic Requires:\n   Academy,Médica - Requisitos:\n   Academia,,False,,,
,Valkyrie Requires:\n   Attached Control Tower\n   Armory,Valkiria - Requisitos:\n   Torre de control anexada\n   Armería,,False,,,
,Dark Templar Requires:\n   Templar Archives,Templario oscuro - Requisitos:\n   Archivos templarios,,False,,,
,Devourer Aspect Requires:\n   Greater Spire,Aspecto de Devorador - Requisitos:\n   Espira mayor,,False,,,
,Lurker Aspect:\n   Evolve at Hydralisk Den,Aspecto de Acechador:\n   Evolucionar en Cubil de Hidraliscos,,False,,,
,Blind,Cegado,,False,,,
,Acid Spores,Esporas ácidas,,False,,,
,Random,Aleatoria,,False,Race,,
,Terran,Terran,,False,Race,,
,Protoss,Protoss,,False,Race,,
,Zerg,Zerg,,False,Race,,
,Observer,Observador,,False,,,
,Observers,Observadores,,False,,,
,Melee,Melé,,False,Game type,,
,Free For All,Todos contra todos,,False,Game type,,
,One on One,Uno contra uno,,False,Game type,,
,Capture The Flag,Captura la bandera,,False,Game type,,
,Greed,Avaricia,,False,Game type,,
,Slaughter,Masacre,,False,Game type,,
,Sudden Death,Muerte súbita,,False,Game type,,
,Team Melee,Melé en equipos,,False,Game type,,
,Team Free For All,Todos contra todos en equipos,,False,Game type,,
,Team Capture The Flag,Captura la bandera en equipos,,False,Game type,,
,Top vs Bottom,Arriba vs. abajo,,False,Game type,,
,Use Map Settings,Usar configuración de mapa,,False,Game type,,
,Badlands,Páramos,,False,Map tileset,,
,Space,Espacio,,False,Map tileset,,
,Installation,Instalación,,False,Map tileset,,
,Ashworld,Mundo cinéreo,,False,Map tileset,,
,Jungle,Selva,,False,Map tileset,,
,Desert,Desierto,,False,Map tileset,,
,Ice,Hielo,,False,Map tileset,,
,Twilight,Crepúsculo,,False,Map tileset,,
,Login name,Nombre de inicio de sesión,,False,,,
,Display name,Nombre para mostrar,,False,,,
