location,source,target,id,fuzzy,context,translator_comments,developer_comments
,AI Patrol,인공지능 순찰,,False,,,
,Tower,포탑,,False,,,
,Vulture Mine,벌쳐 마인,,False,,,
,Carrier Attack,캐리어 공격,,False,,,
,Carrier Attack Move,캐리어 공격 이동,,False,,,
,Stay In Range,사거리 유지,,False,,,
,Turret Attack,포탑 공격,,False,,,
,Nothing,없음,,False,,,
,Drone Start Build,드론 건설 시작,,False,,,
,Drone Build,드론 건설,,False,,,
,Drone Attack Unit,드론 유닛 공격,,False,,,
,Infest Mine,해병 감염,,False,,,
,Build,건설,,False,,,
,Build Protoss,프로토스 건설,,False,,,
,Pylon Build,파일론 건설,,False,,,
,Construct Building,건물 건설,,False,,,
,Place Add-On,부속건물 배치,,False,,,
,Build Add-On,부속건물 건설,,False,,,
,Zerg Birth,저그 탄생,,False,,,
,Morph,변태,,False,,,
,Zerg Building Morph,저그 건물 변태,,False,,,
,Build Self,자체 건설,,False,,,
,Zerg Build Self,저그 자체 건설,,False,,,
,Enter Nydus Canal,나이더스 커널 입장,,False,,,
,Protoss Build Self,프로토스 자체 건설,,False,,,
,Follow,따르기,,False,,,
,Carrier,캐리어,,False,,,
,Carrier Fight,캐리어 전투,,False,,,
,Reaver,리버,,False,,,
,Reaver Attack,리버 공격,,False,,,
,Reaver Fight,리버 전투,,False,,,
,Reaver Hold,리버 홀드,,False,,,
,Train Fighter,전투기 훈련,,False,,,
,Strafe Unit,집중 포격 유닛,,False,,,
,Return,반환,,False,,,
,Drone Land,드론 내리기,,False,,,
,Building Land,건물 착륙,,False,,,
,Building Lift Off,건물 이륙,,False,,,
,Drone Lift Off,드론 들기,,False,,,
,Lift Off,이륙,,False,,,
,Reasearch Tech,연구 기술,,False,,,
,Upgrade,업그레이드,,False,,,
,Larva,라바,,False,,,
,Spawning Larva,라바 생성 중,,False,,,
,Harvest,채취,,False,,,
,Harvest Gas,가스 채취,,False,,,
,Return Gas,가스 반환,,False,,,
,Harvest Minerals,미네랄 채취,,False,,,
,Return Minerals,미네랄 반환,,False,,,
,Enter Transport,수송기 탑승,,False,,,
,Pick Up,획득,,False,,,
,Powerup,강화,,False,,,
,Watch Target,대상 주시,,False,,,
,Initing Creep Growth,점막 확산 시작,,False,,,
,Stopping Creep Growth,점막 성장 중지,,False,,,
,Spread Creep,점막 확산,,False,,,
,Warping Archon,아콘 소환,,False,,,
,Completing Archon Summon,아콘 소환 완료,,False,,,
,Unload,내보내기,,False,,,
,Move Unload,이동 내보내기,,False,,,
,Fire Yamato Gun,아마토 건 발사,,False,,,
,Magna Pulse,마그마 분출,,False,,,
,Burrowed,버로우,,False,,,
,Cast Parasite,패러사이트 시전,,False,,,
,Summon Broodlings,브루드링 소환,,False,,,
,Nuke Wait,핵 대기,,False,,,
,Nuke Train,핵 훈련,,False,,,
,Nuke Launch,뉴클리어 런치,,False,,,
,Nuke Paint,핵 색칠,,False,,,
,Nuke Unit,핵 유닛,,False,,,
,Nuke Ground,핵 지역,,False,,,
,Nuke Track,핵 추적,,False,,,
,Initializing Arbiter,아비터 가동,,False,,,
,Cloaking nearby units,주위 유닛 클로킹,,False,,,
,Place Mine,지뢰 매설,,False,,,
,Right Click Action,오른쪽 마우스 클릭,,False,,,
,Left Click Action,마우스 왼쪽 클릭,,False,,,
,Sap Unit,유닛 약화,,False,,,
,Sap Location,지역 약화,,False,,,
,Teleport,순간 이동,,False,,,
,Teleport to Location,순간이동,,False,,,
,Place Scanner,스캐너 배치,,False,,,
,Scanner,스캐너,,False,,,
,Reset Collision,충돌 재설정,,False,,,
,Computer AI,컴퓨터 인공지능,,False,,,
,Guard Post,경비초소,,False,,,
,Rescue Passive,구출 수동,,False,,,
,Neutral,중립,,False,,,
,Computer Return,컴퓨터 복귀,,False,,,
,Initing Psi Provider,사이오닉 공급 시작,,False,,,
,Self Destructing,자폭 중,,False,,,
,Decaying creep,부식 점막,,False,,,
,Shield Battery,쉴드 배터리,,False,,,
,Rally Point,집결 지점,,False,,,
,CTF COP Init,CTF COP Init,,False,,,
,CTF COP,CTF COP,,False,,,
,Critter,중립 동물,,False,,,
,Hidden Gun,숨겨진 총,,False,,,
,Open Door,문 열기,,False,,,
,Close Door,문 닫기,,False,,,
,Hide Trap,함정,,False,,,
,Reveal Trap,함정 보이기,,False,,,
,Enable Doodad,장식물 사용,,False,,,
,Disable Doodad,장식물 사용 안 함,,False,,,
,Warp In,소환,,False,,,
,Hide and Suicide,은폐 자폭,,False,,,
,Fatal,치명적,,False,,,
,Nuclear launch detected.,뉴클리어 공격이 감지되었습니다.,,False,,,
,Structure,구조물,,False,,,
,Cliff,언덕,,False,,,
,Grass,잔디,,False,,,
,Dirt,흙,,False,,,
,Water,물,,False,,,
,Jungle,밀림,,False,,,
,Platform,정거장,,False,,,
,Floor,바닥,,False,,,
,Wall,벽,,False,,,
,Tar,타르,,False,,,
,Snow,눈,,False,,,
,Ice,얼음,,False,,,
,Outpost,전초 기지,,False,,,
,Mud,진흙,,False,,,
,Halo Rockets,광륜 로켓,,False,,,
,Corrosive Acid,부식성 산,,False,,,
,Subterranean Spines,지하 등뼈,,False,,,
,Neutron Flare,중성자 섬광탄,,False,,,
,Mind Control,마인드 컨트롤,,False,,,
,Healing,힐링,,False,,,
,Restoration,리스토레이션,,False,,,
,Optical Flare,옵티컬 플레어,,False,,,
,Research Restoration\n(Medic ability),리스토레이션 연구\n(메딕 능력),,False,,,
,Research Optical Flare\n(Medic ability),옵티컬 플레어 연구\n(메딕 능력),,False,,,
,Heal,힐,,False,,,
,Restoration:\n   Research at Academy,리스토레이션:\n   아카데미에서 연구,,False,,,
,Optical Flare:\n   Research at Academy,옵티컬 플레어:\n   아카데미에서 연구,,False,,,
,Lurker Aspect,러커,,False,,,
,Evolve Lurker Aspect\n(Hydralisk ability),러커 진화 (L)\n(히드라리스크 능력),,False,,,
,Lurker Aspect:\n   Requires Lair,러커:\n   요구 사항 레어,,False,,,
,Disruption Web,분열망,,False,,,
,Dark Archon Meld,다크 아콘 합체,,False,,,
,Feedback,피드백,,False,,,
,Maelstrom,메일스트롬,,False,,,
,Develop Disruption Web\n(Corsair ability),디스럽션 웹 개발\n(커세어 능력),,False,,,
,Devourer Aspect,디바우러,,False,,,
,Develop Mind Control\n(Dark Archon ability),마인드 컨트롤 연구\n(다크 아콘 능력),,False,,,
,Develop Feedback\n(Dark Archon ability),피드백 개발\n(다크 아콘 능력),,False,,,
,Develop Maelstrom\n(Dark Archon ability),메일스트롬 개발\n(다크 아콘 능력),,False,,,
,Disruption Web:\n   Develop at Fleet Beacon,디스럽션 웹:\n   플릿 비콘에서 개발,,False,,,
,Mind Control:\n   Research at Templar Archives,마인드 컨트롤:\n   템플러 아카이브스에서 연구,,False,,,
,Dark Archon Meld:\n   Research at Templar Archives,다크 아콘 합체:\n   템플러 아카이브스에서 연구,,False,,,
,Dark Archon Warp:\n   Select 2 or more Dark Templars,다크 아콘 합체:\n   2기 이상의 다크 템플러 선택,,False,,,
,Feedback:\n   No requirement,피드백:\n   요구 사항 없음,,False,,,
,Maelstrom:\n   Develop at Templar Archives,메일스트롬:\n   템플러 아카이브스에서 개발,,False,,,
,Caduceus Reactor,카두세우스 리액터,,False,,,
,Charon Booster,카론 부스터,,False,,,
,Medic,메딕,,False,,,
,Anabolic Synthesis,합성 동화 작용,,False,,,
,Chitinous Plating,카이트너스 플레이팅,,False,,,
,Argus Jewel,아르거스 쥬얼,,False,,,
,Argus Talisman,아르거스 탈리스만,,False,,,
,Research Caduceus Reactor\n(+50 Medic energy),카두세우스 리액터\n(메딕 에너지 +50),,False,,,
,Research Charon Boosters\n(Increased Goliath Missile Range),카론 부스터 연구\n(골리앗 미사일 사거리 증가),,False,,,
,Evolve Anabolic Synthesis\n(Faster Ultralisk Movement),아나볼릭 신테시스 진화\n(울트라리스크 이동 속도 증가),,False,,,
,Evolve Chitinous Plating\n(Improved Ultralisk Armor),카이트너스 플레이팅 진화\n(울트라리스크 방어력 증가),,False,,,
,Develop Argus Jewel\n(+50 Corsair energy),아르거스 쥬얼 개발\n(커세어 에너지 +50),,False,,,
,Develop Argus Talisman\n(+50 Dark Archon energy),아르거스 탈리스먼 개발\n(다크 아콘 에너지 +50),,False,,,
,Research Charon Booster:\n   Requires Armory,카론 부스터 연구:\n   요구 사항 아머리,,False,,,
,Morph to Lurker,러커로 변태,,False,,,
,Train Medic,메딕 훈련,,False,,,
,Build Valkyrie,발키리 생산,,False,,,
,Warp in Corsair,커세어 소환,,False,,,
,Warp in Dark Templar,다크 템플러 소환,,False,,,
,Medic Requires:\n   Academy,메딕 요구 사항:\n   아카데미,,False,,,
,Valkyrie Requires:\n   Attached Control Tower\n   Armory,발키리 요구 사항:\n   부착된 컨트롤 타워\n   아머리,,False,,,
,Dark Templar Requires:\n   Templar Archives,다크 템플러 요구 사항:\n   템플러 아카이브스,,False,,,
,Devourer Aspect Requires:\n   Greater Spire,디바우러 요구 사항:\n   그레이터 스파이어,,False,,,
,Lurker Aspect:\n   Evolve at Hydralisk Den,러커:\n   히드라리스크 덴에서 진화,,False,,,
,Blind,블라인드,,False,,,
,Acid Spores,애시드 스포어,,False,,,
,Random,무작위,,False,Race,,
,Terran,테란,,False,Race,,
,Protoss,프로토스,,False,Race,,
,Zerg,저그,,False,Race,,
,Observer,관전자,,False,,,
,Observers,관전자,,False,,,
,Melee,섬멸전,,False,Game type,,
,Free For All,개별 전투,,False,Game type,,
,One on One,1대1,,False,Game type,,
,Capture The Flag,깃발 뺏기,,False,Game type,,
,Greed,탐욕,,False,Game type,,
,Slaughter,학살,,False,Game type,,
,Sudden Death,서든데스,,False,Game type,,
,Team Melee,팀 섬멸전,,False,Game type,,
,Team Free For All,팀 개별 전투,,False,Game type,,
,Team Capture The Flag,팀 깃발 뺏기,,False,Game type,,
,Top vs Bottom,홈팀 대 원정팀,,False,Game type,,
,Use Map Settings,유즈맵 설정,,False,Game type,,
,Badlands,악지,,False,Map tileset,,
,Space,우주,,False,Map tileset,,
,Installation,시설,,False,Map tileset,,
,Ashworld,화산지,,False,Map tileset,,
,Jungle,밀림,,False,Map tileset,,
,Desert,사막,,False,Map tileset,,
,Ice,얼음,,False,Map tileset,,
,Twilight,황혼,,False,Map tileset,,
,Login name,로그인 이름,,False,,,
,Display name,표시 이름,,False,,,
